region,date,population
Västernorrland,2014-12-01,243061
Västernorrland,2015-01-01,243062
Västernorrland,2015-02-01,243140
Västernorrland,2015-03-01,243165
Västernorrland,2015-04-01,243328
Västernorrland,2015-05-01,243511
Västernorrland,2015-06-01,243754
Västernorrland,2015-07-01,244010
Västernorrland,2015-08-01,244018
Västernorrland,2015-09-01,244120
Västernorrland,2015-10-01,244088
Västernorrland,2015-11-01,244025
Västernorrland,2015-12-01,243897
Västernorrland,2016-01-01,243847
Västernorrland,2016-02-01,243903
Västernorrland,2016-03-01,244034
Västernorrland,2016-04-01,244180
Västernorrland,2016-05-01,244439
Västernorrland,2016-06-01,244687
Västernorrland,2016-07-01,244853
Västernorrland,2016-08-01,245013
Västernorrland,2016-09-01,245097
Västernorrland,2016-10-01,245076
Västernorrland,2016-11-01,245296
Västernorrland,2016-12-01,245572
Västernorrland,2017-01-01,245619
Västernorrland,2017-02-01,245839
Västernorrland,2017-03-01,245944
Västernorrland,2017-04-01,245873
Västernorrland,2017-05-01,245920
Västernorrland,2017-06-01,246023
Västernorrland,2017-07-01,246216
Västernorrland,2017-08-01,246175
Västernorrland,2017-09-01,246082
Västernorrland,2017-10-01,246005
Västernorrland,2017-11-01,245999
Västernorrland,2017-12-01,245968
Västernorrland,2018-01-01,245916
Västernorrland,2018-02-01,245921
Västernorrland,2018-03-01,245904
Västernorrland,2018-04-01,245910
Västernorrland,2018-05-01,245964
Västernorrland,2018-06-01,245983
Västernorrland,2018-07-01,245852
Västernorrland,2018-08-01,245709
Västernorrland,2018-09-01,245515
Västernorrland,2018-10-01,245411
Västernorrland,2018-11-01,245433
Västernorrland,2018-12-01,245453
Västernorrland,2019-01-01,245375
Västernorrland,2019-02-01,245376
Västernorrland,2019-03-01,245371
Västernorrland,2019-04-01,245497
Västernorrland,2019-05-01,245620
Västernorrland,2019-06-01,245720
Västernorrland,2019-07-01,245915
Västernorrland,2019-08-01,245658
Västernorrland,2019-09-01,245584
Västernorrland,2019-10-01,245404
Västernorrland,2019-11-01,245377
Västernorrland,2019-12-01,245347
Västernorrland,2020-01-01,245289
Västernorrland,2020-02-01,245144
Västernorrland,2020-03-01,245081
Västernorrland,2020-04-01,245103
Västernorrland,2020-05-01,245083
Västernorrland,2020-06-01,245148
Västernorrland,2020-07-01,245226
Västernorrland,2020-08-01,244929
Västernorrland,2020-09-01,244855
Västernorrland,2020-10-01,244683
Västernorrland,2020-11-01,244674
Västernorrland,2020-12-01,244554
Västernorrland,2021-01-01,244476
Västernorrland,2021-02-01,244515
Västernorrland,2021-03-01,244607
Västernorrland,2021-04-01,244590
Västernorrland,2021-05-01,244670
Västernorrland,2021-06-01,244824
Västernorrland,2021-07-01,244839
Västernorrland,2021-08-01,244578
Västernorrland,2021-09-01,244408
Västernorrland,2021-10-01,244247
Västernorrland,2021-11-01,244208
Västernorrland,2021-12-01,244193
Västernorrland,2022-01-01,244104
Jämtland,2006-01-01,127047
Jämtland,2006-02-01,127045
Jämtland,2006-03-01,126969
Jämtland,2006-04-01,126955
Jämtland,2006-05-01,126910
Jämtland,2006-06-01,126854
Jämtland,2006-07-01,126841
Jämtland,2006-08-01,126782
Jämtland,2006-09-01,126917
Jämtland,2006-10-01,126925
Jämtland,2006-11-01,126993
Jämtland,2006-12-01,127020
Jämtland,2007-01-01,127038
Jämtland,2007-02-01,127064
Jämtland,2007-03-01,127047
Jämtland,2007-04-01,127072
Jämtland,2007-05-01,127039
Jämtland,2007-06-01,126946
Jämtland,2007-07-01,127021
Jämtland,2007-08-01,126935
Jämtland,2007-09-01,126940
Jämtland,2007-10-01,126950
Jämtland,2007-11-01,126925
Jämtland,2007-12-01,126937
Jämtland,2008-01-01,126952
Jämtland,2008-02-01,126949
Jämtland,2008-03-01,126902
Jämtland,2008-04-01,126894
Jämtland,2008-05-01,126806
Jämtland,2008-06-01,126766
Jämtland,2008-07-01,126867
Jämtland,2008-08-01,126889
Jämtland,2008-09-01,126880
Jämtland,2008-10-01,126864
Jämtland,2008-11-01,126851
Jämtland,2008-12-01,126897
Jämtland,2009-01-01,126791
Jämtland,2009-02-01,126741
Jämtland,2009-03-01,126733
Jämtland,2009-04-01,126706
Jämtland,2009-05-01,126679
Jämtland,2009-06-01,126516
Jämtland,2009-07-01,126534
Jämtland,2009-08-01,126637
Jämtland,2009-09-01,126668
Jämtland,2009-10-01,126661
Jämtland,2009-11-01,126648
Jämtland,2009-12-01,126666
Jämtland,2010-01-01,126685
Jämtland,2010-02-01,126766
Jämtland,2010-03-01,126762
Jämtland,2010-04-01,126649
Jämtland,2010-05-01,126590
Jämtland,2010-06-01,126584
Jämtland,2010-07-01,126552
Jämtland,2010-08-01,126600
Jämtland,2010-09-01,126654
Jämtland,2010-10-01,126641
Jämtland,2010-11-01,126682
Jämtland,2010-12-01,126691
Jämtland,2011-01-01,126652
Jämtland,2011-02-01,126572
Jämtland,2011-03-01,126573
Jämtland,2011-04-01,126466
Jämtland,2011-05-01,126390
Jämtland,2011-06-01,126259
Jämtland,2011-07-01,126298
Jämtland,2011-08-01,126296
Jämtland,2011-09-01,126330
Jämtland,2011-10-01,126328
Jämtland,2011-11-01,126308
Jämtland,2011-12-01,126299
Jämtland,2012-01-01,126355
Jämtland,2012-02-01,126311
Jämtland,2012-03-01,126333
Jämtland,2012-04-01,126267
Jämtland,2012-05-01,126169
Jämtland,2012-06-01,126088
Jämtland,2012-07-01,126108
Jämtland,2012-08-01,126117
Jämtland,2012-09-01,126157
Jämtland,2012-10-01,126168
Jämtland,2012-11-01,126137
Jämtland,2012-12-01,126201
Jämtland,2013-01-01,126192
Jämtland,2013-02-01,126200
Jämtland,2013-03-01,126261
Jämtland,2013-04-01,126343
Jämtland,2013-05-01,126315
Jämtland,2013-06-01,126218
Jämtland,2013-07-01,126216
Jämtland,2013-08-01,126206
Jämtland,2013-09-01,126209
Jämtland,2013-10-01,126362
Jämtland,2013-11-01,126348
Jämtland,2013-12-01,126461
Jämtland,2014-01-01,126431
Jämtland,2014-02-01,126463
Jämtland,2014-03-01,126453
Jämtland,2014-04-01,126449
Jämtland,2014-05-01,126411
Jämtland,2014-06-01,126410
Jämtland,2014-07-01,126506
Jämtland,2014-08-01,126548
Jämtland,2014-09-01,126604
Jämtland,2014-10-01,126574
Jämtland,2014-11-01,126692
Jämtland,2014-12-01,126765
Jämtland,2015-01-01,126822
Jämtland,2015-02-01,126918
Jämtland,2015-03-01,126917
Jämtland,2015-04-01,127044
Jämtland,2015-05-01,127064
Jämtland,2015-06-01,127043
Jämtland,2015-07-01,127113
Jämtland,2015-08-01,127194
Jämtland,2015-09-01,127187
Jämtland,2015-10-01,127194
Jämtland,2015-11-01,127274
Jämtland,2015-12-01,127376
Jämtland,2016-01-01,127433
Jämtland,2016-02-01,127576
Jämtland,2016-03-01,127654
Jämtland,2016-04-01,127692
Jämtland,2016-05-01,127801
Jämtland,2016-06-01,127826
Jämtland,2016-07-01,128005
Jämtland,2016-08-01,127989
Jämtland,2016-09-01,128212
Jämtland,2016-10-01,128247
Jämtland,2016-11-01,128448
Jämtland,2016-12-01,128673
Jämtland,2017-01-01,128795
Jämtland,2017-02-01,128929
Jämtland,2017-03-01,128985
Jämtland,2017-04-01,129126
Jämtland,2017-05-01,129105
Jämtland,2017-06-01,129076
Jämtland,2017-07-01,129235
Jämtland,2017-08-01,129337
Jämtland,2017-09-01,129649
Jämtland,2017-10-01,129737
Jämtland,2017-11-01,129753
Jämtland,2017-12-01,129806
Jämtland,2018-01-01,129855
Jämtland,2018-02-01,129871
Jämtland,2018-03-01,129873
Jämtland,2018-04-01,129908
Jämtland,2018-05-01,129907
Jämtland,2018-06-01,129953
Jämtland,2018-07-01,130085
Jämtland,2018-08-01,130128
Jämtland,2018-09-01,130096
Jämtland,2018-10-01,130064
Jämtland,2018-11-01,130176
Jämtland,2018-12-01,130280
Jämtland,2019-01-01,130374
Jämtland,2019-02-01,130471
Jämtland,2019-03-01,130517
Jämtland,2019-04-01,130502
Jämtland,2019-05-01,130535
Jämtland,2019-06-01,130534
Jämtland,2019-07-01,130646
Jämtland,2019-08-01,130763
Jämtland,2019-09-01,130710
Jämtland,2019-10-01,130673
Jämtland,2019-11-01,130760
Jämtland,2019-12-01,130810
Jämtland,2020-01-01,130806
Jämtland,2020-02-01,130854
Jämtland,2020-03-01,130842
Jämtland,2020-04-01,130816
Jämtland,2020-05-01,130814
Jämtland,2020-06-01,130800
Jämtland,2020-07-01,130864
Jämtland,2020-08-01,130949
Jämtland,2020-09-01,130972
Jämtland,2020-10-01,131050
Jämtland,2020-11-01,131106
Jämtland,2020-12-01,131155
Jämtland,2021-01-01,131275
Jämtland,2021-02-01,131309
Jämtland,2021-03-01,131356
Jämtland,2021-04-01,131370
Jämtland,2021-05-01,131414
Jämtland,2021-06-01,131418
Jämtland,2021-07-01,131590
Jämtland,2021-08-01,131824
Jämtland,2021-09-01,131869
Jämtland,2021-10-01,131898
Jämtland,2021-11-01,131985
Jämtland,2021-12-01,132054
Jämtland,2022-01-01,132135
Västerbotten,2006-01-01,257577
Västerbotten,2006-02-01,257633
Västerbotten,2006-03-01,257693
Västerbotten,2006-04-01,257640
Västerbotten,2006-05-01,257450
Västerbotten,2006-06-01,257128
Västerbotten,2006-07-01,257165
Västerbotten,2006-08-01,257407
Västerbotten,2006-09-01,257582
Västerbotten,2006-10-01,257630
Västerbotten,2006-11-01,257653
Västerbotten,2006-12-01,257581
Västerbotten,2007-01-01,257480
Västerbotten,2007-02-01,257400
Västerbotten,2007-03-01,257335
Västerbotten,2007-04-01,257271
Västerbotten,2007-05-01,257231
Västerbotten,2007-06-01,256763
Västerbotten,2007-07-01,256803
Västerbotten,2007-08-01,257106
Västerbotten,2007-09-01,257553
Västerbotten,2007-10-01,257666
Västerbotten,2007-11-01,257688
Västerbotten,2007-12-01,257593
Västerbotten,2008-01-01,257538
Västerbotten,2008-02-01,257656
Västerbotten,2008-03-01,257632
Västerbotten,2008-04-01,257576
Västerbotten,2008-05-01,257455
Västerbotten,2008-06-01,257094
Västerbotten,2008-07-01,257041
Västerbotten,2008-08-01,257456
Västerbotten,2008-09-01,257726
Västerbotten,2008-10-01,257731
Västerbotten,2008-11-01,257814
Västerbotten,2008-12-01,257812
Västerbotten,2009-01-01,257833
Västerbotten,2009-02-01,257835
Västerbotten,2009-03-01,257920
Västerbotten,2009-04-01,257959
Västerbotten,2009-05-01,257818
Västerbotten,2009-06-01,257505
Västerbotten,2009-07-01,257488
Västerbotten,2009-08-01,258058
Västerbotten,2009-09-01,258450
Västerbotten,2009-10-01,258363
Västerbotten,2009-11-01,258494
Västerbotten,2009-12-01,258548
Västerbotten,2010-01-01,258610
Västerbotten,2010-02-01,258726
Västerbotten,2010-03-01,258690
Västerbotten,2010-04-01,258712
Västerbotten,2010-05-01,258631
Västerbotten,2010-06-01,258219
Västerbotten,2010-07-01,258209
Västerbotten,2010-08-01,258778
Västerbotten,2010-09-01,259097
Västerbotten,2010-10-01,259175
Västerbotten,2010-11-01,259301
Västerbotten,2010-12-01,259286
Västerbotten,2011-01-01,259270
Västerbotten,2011-02-01,259259
Västerbotten,2011-03-01,259239
Västerbotten,2011-04-01,259279
Västerbotten,2011-05-01,259189
Västerbotten,2011-06-01,258887
Västerbotten,2011-07-01,258919
Västerbotten,2011-08-01,259097
Västerbotten,2011-09-01,259572
Västerbotten,2011-10-01,259601
Västerbotten,2011-11-01,259736
Västerbotten,2011-12-01,259667
Västerbotten,2012-01-01,259560
Västerbotten,2012-02-01,259711
Västerbotten,2012-03-01,259663
Västerbotten,2012-04-01,259578
Västerbotten,2012-05-01,259506
Västerbotten,2012-06-01,259110
Västerbotten,2012-07-01,259123
Västerbotten,2012-08-01,259448
Västerbotten,2012-09-01,259876
Västerbotten,2012-10-01,260054
Västerbotten,2012-11-01,260199
Västerbotten,2012-12-01,260217
Västerbotten,2013-01-01,260235
Västerbotten,2013-02-01,260410
Västerbotten,2013-03-01,260501
Västerbotten,2013-04-01,260540
Västerbotten,2013-05-01,260542
Västerbotten,2013-06-01,260253
Västerbotten,2013-07-01,260160
Västerbotten,2013-08-01,260419
Västerbotten,2013-09-01,260867
Västerbotten,2013-10-01,260952
Västerbotten,2013-11-01,261060
Västerbotten,2013-12-01,261112
Västerbotten,2014-01-01,261107
Västerbotten,2014-02-01,261262
Västerbotten,2014-03-01,261491
Västerbotten,2014-04-01,261678
Västerbotten,2014-05-01,261654
Västerbotten,2014-06-01,261397
Västerbotten,2014-07-01,261349
Västerbotten,2014-08-01,261782
Västerbotten,2014-09-01,262132
Västerbotten,2014-10-01,262193
Västerbotten,2014-11-01,262410
Västerbotten,2014-12-01,262362
Västerbotten,2015-01-01,262458
Västerbotten,2015-02-01,262554
Västerbotten,2015-03-01,262653
Västerbotten,2015-04-01,262781
Västerbotten,2015-05-01,262940
Västerbotten,2015-06-01,262593
Västerbotten,2015-07-01,262579
Västerbotten,2015-08-01,263088
Västerbotten,2015-09-01,263534
Västerbotten,2015-10-01,263586
Västerbotten,2015-11-01,263452
Västerbotten,2015-12-01,263378
Västerbotten,2016-01-01,263472
Västerbotten,2016-02-01,263716
Västerbotten,2016-03-01,263876
Västerbotten,2016-04-01,264099
Västerbotten,2016-05-01,264176
Västerbotten,2016-06-01,264084
Västerbotten,2016-07-01,264144
Västerbotten,2016-08-01,264845
Västerbotten,2016-09-01,265166
Västerbotten,2016-10-01,265359
Västerbotten,2016-11-01,265579
Västerbotten,2016-12-01,265881
Västerbotten,2017-01-01,265998
Västerbotten,2017-02-01,266182
Västerbotten,2017-03-01,266318
Västerbotten,2017-04-01,266450
Västerbotten,2017-05-01,266652
Västerbotten,2017-06-01,266548
Västerbotten,2017-07-01,266824
Västerbotten,2017-08-01,267658
Västerbotten,2017-09-01,268067
Västerbotten,2017-10-01,268308
Västerbotten,2017-11-01,268444
Västerbotten,2017-12-01,268465
Västerbotten,2018-01-01,268593
Västerbotten,2018-02-01,268677
Västerbotten,2018-03-01,268887
Västerbotten,2018-04-01,268983
Västerbotten,2018-05-01,268947
Västerbotten,2018-06-01,268651
Västerbotten,2018-07-01,268682
Västerbotten,2018-08-01,269253
Västerbotten,2018-09-01,269835
Västerbotten,2018-10-01,269938
Västerbotten,2018-11-01,270086
Västerbotten,2018-12-01,270154
Västerbotten,2019-01-01,270253
Västerbotten,2019-02-01,270417
Västerbotten,2019-03-01,270528
Västerbotten,2019-04-01,270700
Västerbotten,2019-05-01,270778
Västerbotten,2019-06-01,270469
Västerbotten,2019-07-01,270437
Västerbotten,2019-08-01,271069
Västerbotten,2019-09-01,271487
Västerbotten,2019-10-01,271636
Västerbotten,2019-11-01,271744
Västerbotten,2019-12-01,271736
Västerbotten,2020-01-01,271861
Västerbotten,2020-02-01,272005
Västerbotten,2020-03-01,272044
Västerbotten,2020-04-01,272066
Västerbotten,2020-05-01,271986
Västerbotten,2020-06-01,271763
Västerbotten,2020-07-01,271779
Västerbotten,2020-08-01,272684
Västerbotten,2020-09-01,273061
Västerbotten,2020-10-01,273185
Västerbotten,2020-11-01,273284
Västerbotten,2020-12-01,273192
Västerbotten,2021-01-01,273161
Västerbotten,2021-02-01,273208
Västerbotten,2021-03-01,273319
Västerbotten,2021-04-01,273395
Västerbotten,2021-05-01,273366
Västerbotten,2021-06-01,273075
Västerbotten,2021-07-01,273174
Västerbotten,2021-08-01,273925
Västerbotten,2021-09-01,274301
Västerbotten,2021-10-01,274544
Västerbotten,2021-11-01,274624
Västerbotten,2021-12-01,274563
Västerbotten,2022-01-01,274675
Norrbotten,2006-01-01,251714
Norrbotten,2006-02-01,251826
Norrbotten,2006-03-01,251928
Norrbotten,2006-04-01,252046
Norrbotten,2006-05-01,252084
Norrbotten,2006-06-01,251867
Norrbotten,2006-07-01,251966
Norrbotten,2006-08-01,252099
Norrbotten,2006-09-01,251981
Norrbotten,2006-10-01,251921
Norrbotten,2006-11-01,251884
Norrbotten,2006-12-01,251886
Norrbotten,2007-01-01,251762
Norrbotten,2007-02-01,251635
Norrbotten,2007-03-01,251598
Norrbotten,2007-04-01,251495
Norrbotten,2007-05-01,251418
Norrbotten,2007-06-01,251261
Norrbotten,2007-07-01,251156
Norrbotten,2007-08-01,251117
Norrbotten,2007-09-01,250815
Norrbotten,2007-10-01,250703
Norrbotten,2007-11-01,250698
Norrbotten,2007-12-01,250602
Norrbotten,2008-01-01,250428
Norrbotten,2008-02-01,250324
Norrbotten,2008-03-01,250248
Norrbotten,2008-04-01,250234
Norrbotten,2008-05-01,250169
Norrbotten,2008-06-01,250033
Norrbotten,2008-07-01,250004
Norrbotten,2008-08-01,250011
Norrbotten,2008-09-01,249857
Norrbotten,2008-10-01,249847
Norrbotten,2008-11-01,249774
Norrbotten,2008-12-01,249677
Norrbotten,2009-01-01,249541
Norrbotten,2009-02-01,249451
Norrbotten,2009-03-01,249347
Norrbotten,2009-04-01,249320
Norrbotten,2009-05-01,249277
Norrbotten,2009-06-01,249244
Norrbotten,2009-07-01,249217
Norrbotten,2009-08-01,249400
Norrbotten,2009-09-01,249304
Norrbotten,2009-10-01,249240
Norrbotten,2009-11-01,249113
Norrbotten,2009-12-01,249019
Norrbotten,2010-01-01,248853
Norrbotten,2010-02-01,248826
Norrbotten,2010-03-01,248819
Norrbotten,2010-04-01,248785
Norrbotten,2010-05-01,248810
Norrbotten,2010-06-01,248632
Norrbotten,2010-07-01,248609
Norrbotten,2010-08-01,248926
Norrbotten,2010-09-01,248719
Norrbotten,2010-10-01,248676
Norrbotten,2010-11-01,248620
Norrbotten,2010-12-01,248609
Norrbotten,2011-01-01,248495
Norrbotten,2011-02-01,248406
Norrbotten,2011-03-01,248421
Norrbotten,2011-04-01,248439
Norrbotten,2011-05-01,248418
Norrbotten,2011-06-01,248382
Norrbotten,2011-07-01,248363
Norrbotten,2011-08-01,248568
Norrbotten,2011-09-01,248556
Norrbotten,2011-10-01,248438
Norrbotten,2011-11-01,248538
Norrbotten,2011-12-01,248545
Norrbotten,2012-01-01,248461
Norrbotten,2012-02-01,248418
Norrbotten,2012-03-01,248422
Norrbotten,2012-04-01,248400
Norrbotten,2012-05-01,248434
Norrbotten,2012-06-01,248391
Norrbotten,2012-07-01,248331
Norrbotten,2012-08-01,248530
Norrbotten,2012-09-01,248562
Norrbotten,2012-10-01,248558
Norrbotten,2012-11-01,248629
Norrbotten,2012-12-01,248637
Norrbotten,2013-01-01,248742
Norrbotten,2013-02-01,248720
Norrbotten,2013-03-01,248762
Norrbotten,2013-04-01,248757
Norrbotten,2013-05-01,248908
Norrbotten,2013-06-01,248912
Norrbotten,2013-07-01,248972
Norrbotten,2013-08-01,249248
Norrbotten,2013-09-01,249403
Norrbotten,2013-10-01,249480
Norrbotten,2013-11-01,249512
Norrbotten,2013-12-01,249436
Norrbotten,2014-01-01,249500
Norrbotten,2014-02-01,249528
Norrbotten,2014-03-01,249554
Norrbotten,2014-04-01,249536
Norrbotten,2014-05-01,249509
Norrbotten,2014-06-01,249479
Norrbotten,2014-07-01,249469
Norrbotten,2014-08-01,249712
Norrbotten,2014-09-01,249892
Norrbotten,2014-10-01,249846
Norrbotten,2014-11-01,249871
Norrbotten,2014-12-01,249987
Norrbotten,2015-01-01,249998
Norrbotten,2015-02-01,249879
Norrbotten,2015-03-01,249828
Norrbotten,2015-04-01,249832
Norrbotten,2015-05-01,249923
Norrbotten,2015-06-01,249777
Norrbotten,2015-07-01,249726
Norrbotten,2015-08-01,249838
Norrbotten,2015-09-01,249922
Norrbotten,2015-10-01,249912
Norrbotten,2015-11-01,249885
Norrbotten,2015-12-01,249733
Norrbotten,2016-01-01,249687
Norrbotten,2016-02-01,249726
Norrbotten,2016-03-01,249800
Norrbotten,2016-04-01,249935
Norrbotten,2016-05-01,249959
Norrbotten,2016-06-01,249873
Norrbotten,2016-07-01,249965
Norrbotten,2016-08-01,250146
Norrbotten,2016-09-01,250334
Norrbotten,2016-10-01,250288
Norrbotten,2016-11-01,250501
Norrbotten,2016-12-01,250570
Norrbotten,2017-01-01,250525
Norrbotten,2017-02-01,250603
Norrbotten,2017-03-01,250609
Norrbotten,2017-04-01,250663
Norrbotten,2017-05-01,250692
Norrbotten,2017-06-01,250525
Norrbotten,2017-07-01,250613
Norrbotten,2017-08-01,250917
Norrbotten,2017-09-01,251080
Norrbotten,2017-10-01,251140
Norrbotten,2017-11-01,251301
Norrbotten,2017-12-01,251295
Norrbotten,2018-01-01,251240
Norrbotten,2018-02-01,251182
Norrbotten,2018-03-01,250969
Norrbotten,2018-04-01,250915
Norrbotten,2018-05-01,250747
Norrbotten,2018-06-01,250464
Norrbotten,2018-07-01,250392
Norrbotten,2018-08-01,250558
Norrbotten,2018-09-01,250605
Norrbotten,2018-10-01,250445
Norrbotten,2018-11-01,250530
Norrbotten,2018-12-01,250497
Norrbotten,2019-01-01,250389
Norrbotten,2019-02-01,250383
Norrbotten,2019-03-01,250533
Norrbotten,2019-04-01,250605
Norrbotten,2019-05-01,250628
Norrbotten,2019-06-01,250460
Norrbotten,2019-07-01,250348
Norrbotten,2019-08-01,250488
Norrbotten,2019-09-01,250357
Norrbotten,2019-10-01,250244
Norrbotten,2019-11-01,250231
Norrbotten,2019-12-01,250093
Norrbotten,2020-01-01,249948
Norrbotten,2020-02-01,249908
Norrbotten,2020-03-01,249847
Norrbotten,2020-04-01,249792
Norrbotten,2020-05-01,249859
Norrbotten,2020-06-01,249748
Norrbotten,2020-07-01,249588
Norrbotten,2020-08-01,249815
Norrbotten,2020-09-01,249768
Norrbotten,2020-10-01,249699
Norrbotten,2020-11-01,249643
Norrbotten,2020-12-01,249614
Norrbotten,2021-01-01,249530
Norrbotten,2021-02-01,249504
Norrbotten,2021-03-01,249505
Norrbotten,2021-04-01,249466
Norrbotten,2021-05-01,249449
Norrbotten,2021-06-01,249427
Norrbotten,2021-07-01,249459
Norrbotten,2021-08-01,249650
Norrbotten,2021-09-01,249683
Norrbotten,2021-10-01,249769
Norrbotten,2021-11-01,249761
Norrbotten,2021-12-01,249693
Norrbotten,2022-01-01,249602
